[1, 'label']	49
['v010_NET_GEN_049', 68, 'p27', 'verse', 'v10', 'plain_text']	10 The scepter will not depart from Judah, nor the ruler’s staff from between his feet, until he comes to whom it belongs; the nations will obey him.
[69, 'p31', 'verse', 'v11', 'label']	11
[70, 'p31', 'verse', 'v11', 'content']	Binding his foal to the vine,
[71, 'p32', 'verse', 'v11', 'content']	and his colt to the choicest vine,
[72, 'p33', 'verse', 'v11', 'content']	he will wash
[73, 'p33', 'verse', 'v11', 'note', 'f']	tn The perfect verbal form is used rhetorically, describing coming events as though they have already taken place.
[74, 'p33', 'verse', 'v11', 'content']	his garments in wine,
[75, 'p34', 'verse', 'v11', 'content']	his robes in the blood of grapes.
['v011_NET_GEN_049', 76, 'p31', 'verse', 'v11', 'plain_text']	11 Binding his foal to the vine, and his colt to the choicest vine, he will wash his garments in wine, his robes in the blood of grapes.
[77, 'p35', 'verse', 'v12', 'label']	12
[78, 'p35', 'verse', 'v12', 'content']	His eyes will be dark from wine,
[79, 'p36', 'verse', 'v12', 'content']	and his teeth white from milk.
[80, 'p36', 'verse', 'v12', 'note', 'f']	tn Some translate these as comparatives, “darker than wine…whiter than milk,” and so a reference to his appearance (so NEB, NIV, NRSV). But if it is in the age of abundance, symbolized by wine and milk, then the dark (i.e., red or perhaps dull) eyes would be from drinking wine, and the white teeth from drinking milk.
['v012_NET_GEN_049', 81, 'p35', 'verse', 'v12', 'plain_text']	12 His eyes will be dark from wine, and his teeth white from milk.
[82, 'p37', 'verse', 'v13', 'label']	13
[83, 'p37', 'verse', 'v13', 'content']	Zebulun will live
[84, 'p37', 'verse', 'v13', 'note', 'f']	tn The verb שָׁכַן (shakhan) means “to settle,” but not necessarily as a permanent dwelling place. The tribal settlements by the sea would have been temporary and not the tribe’s territory.
[85, 'p37', 'verse', 'v13', 'content']	by the haven of the sea
[86, 'p38', 'verse', 'v13', 'content']	and become a haven for ships;
[87, 'p39', 'verse', 'v13', 'content']	his border will extend to Sidon.
[88, 'p39', 'verse', 'v13', 'note', 'f']	map For location see Map1-A1; JP3-F3; JP4-F3.
['v013_NET_GEN_049', 89, 'p37', 'verse', 'v13', 'plain_text']	13 Zebulun will live by the haven of the sea and become a haven for ships; his border will extend to Sidon.
[90, 'p40', 'verse', 'v14', 'label']	14
[91, 'p40', 'verse', 'v14', 'content']	Issachar is a strong-boned donkey
[92, 'p41', 'verse', 'v14', 'content']	lying down between two saddlebags.
['v014_NET_GEN_049', 93, 'p40', 'verse', 'v14', 'plain_text']	14 Issachar is a strong-boned donkey lying down between two saddlebags.
[94, 'p42', 'verse', 'v15', 'label']	15
[95, 'p42', 'verse', 'v15', 'content']	When he sees
[96, 'p42', 'verse', 'v15', 'note', 'f']	tn The verb forms in this verse (“sees,” “will bend,” and “[will] become”) are preterite; they is used in a rhetorical manner, describing the future as if it had already transpired.
[97, 'p42', 'verse', 'v15', 'content']	a good resting place,
[98, 'p43', 'verse', 'v15', 'content']	and the pleasant land,
[99, 'p44', 'verse', 'v15', 'content']	he will bend his shoulder to the burden
[100, 'p45', 'verse', 'v15', 'content']	and become a slave laborer.
[101, 'p45', 'verse', 'v15', 'note', 'f']	sn The oracle shows that the tribe of Issachar will be willing to trade liberty for the material things of life. Issachar would work (become a slave laborer) for the Canaanites, a reversal of the oracle on Canaan. See C. M. Carmichael, “Some Sayings in Genesis 49,” JBL 88 (1969): 435-44; and S. Gevirtz, “The Issachar Oracle in the Testament of Jacob,” ErIsr 12 (1975): 104-12.
['v015_NET_GEN_049', 102, 'p42', 'verse', 'v15', 'plain_text']	15 When he sees a good resting place, and the pleasant land, he will bend his shoulder to the burden and become a slave laborer.
[103, 'p46', 'verse', 'v16', 'label']	16
[104, 'p46', 'verse', 'v16', 'content']	Dan
[105, 'p46', 'verse', 'v16', 'note', 'f']	sn The name Dan (דָּן, dan) means “judge” and forms a wordplay with the following verb.
[106, 'p46', 'verse', 'v16', 'content']	will judge
[107, 'p46', 'verse', 'v16', 'note', 'f']	tn Or “govern.”
[108, 'p46', 'verse', 'v16', 'content']	his people
[109, 'p47', 'verse', 'v16', 'content']	as one of the tribes of Israel.
['v016_NET_GEN_049', 110, 'p46', 'verse', 'v16', 'plain_text']	16 Dan will judge his people as one of the tribes of Israel.
[111, 'p48', 'verse', 'v17', 'label']	17
[112, 'p48', 'verse', 'v17', 'content']	May Dan be a snake beside the road,
[113, 'p49', 'verse', 'v17', 'content']	a viper by the path,
[114, 'p50', 'verse', 'v17', 'content']	that bites the heels of the horse
[115, 'p51', 'verse', 'v17', 'content']	so that its rider falls backward.
[116, 'p51', 'verse', 'v17', 'note', 'f']	sn The comparison of the tribe of Dan to a venomous serpent is meant to say that Dan, though small, would be potent, gaining victory through its skill and shrewdness. Jewish commentators have linked the image in part with Samson. That link at least illustrates the point: Though a minority tribe, Dan would gain the upper hand over others.
['v017_NET_GEN_049', 117, 'p48', 'verse', 'v17', 'plain_text']	17 May Dan be a snake beside the road, a viper by the path, that bites the heels of the horse so that its rider falls backward.
[118, 'p52', 'verse', 'v18', 'label']	18
[119, 'p52', 'verse', 'v18', 'content']	I wait for your deliverance, O
[120, 'p52', 'verse', 'v18', 'sc']	Lord
[121, 'p52', 'verse', 'v18', 'content']	.
[122, 'p52', 'verse', 'v18', 'note', 'f']	sn I wait for your deliverance, O Lord. As Jacob sees the conflicts that lie ahead for Dan and Gad (see v. 19), he offers a brief prayer for their security.
['v018_NET_GEN_049', 123, 'p52', 'verse', 'v18', 'plain_text']	18 I wait for your deliverance, O Lord .
[124, 'p53', 'verse', 'v19', 'label']	19
[125, 'p53', 'verse', 'v19', 'content']	Gad will be raided by marauding bands,
[126, 'p54', 'verse', 'v19', 'content']	but he will attack them at their heels.
[127, 'p54', 'verse', 'v19', 'note', 'f']	tc Heb “heel.” The MT has suffered from misdivision at this point. The initial mem on the first word in the next verse should probably be taken as a plural ending on the word “heel.”
sn In Hebrew the name Gad (גָּד, gad ) sounds like the words translated “raided” (יְגוּדֶנּוּ, yÿgudennu) and “marauding bands” (גְּדוּד, gÿdud).
['v019_NET_GEN_049', 128, 'p53', 'verse', 'v19', 'plain_text']	19 Gad will be raided by marauding bands, but he will attack them at their heels.
[129, 'p55', 'verse', 'v20', 'label']	20
[130, 'p55', 'verse', 'v20', 'content']	Asher’s
[131, 'p55', 'verse', 'v20', 'note', 'f']	tc Heb “from Asher,” but the initial mem (מ) of the MT should probably be moved to the end of the preceding verse and taken as a plural ending on “heel.”
[132, 'p55', 'verse', 'v20', 'content']	food will be rich,
[133, 'p55', 'verse', 'v20', 'note', 'f']	tn The Hebrew word translated “rich,” when applied to products of the ground, means abundant in quantity and quality.
[134, 'p56', 'verse', 'v20', 'content']	and he will provide delicacies
[135, 'p56', 'verse', 'v20', 'note', 'f']	tn The word translated “delicacies” refers to foods that were delightful, the kind fit for a king.
[136, 'p56', 'verse', 'v20', 'content']	to royalty.
['v020_NET_GEN_049', 137, 'p55', 'verse', 'v20', 'plain_text']	20 Asher’s food will be rich, and he will provide delicacies to royalty.
[138, 'p57', 'verse', 'v21', 'label']	21
[139, 'p57', 'verse', 'v21', 'content']	Naphtali is a free running doe,
[140, 'p57', 'verse', 'v21', 'note', 'f']	tn Heb “a doe set free.”
[141, 'p58', 'verse', 'v21', 'content']	he speaks delightful words.
[142, 'p58', 'verse', 'v21', 'note', 'f']	tn Heb “the one who gives words of beauty.” The deer imagery probably does not continue into this line; Naphtali is the likely antecedent of the substantival participle, which is masculine, not feminine, in form. If the animal imagery is retained from the preceding line, the image of a talking deer is preposterous. For this reason some read the second line “the one who bears beautiful fawns,” interpreting אִמְרֵי (’imre) as a reference to young animals, not words (see HALOT 67 s.v. *אִמֵּר).
sn Almost every word in the verse is difficult. Some take the imagery to mean that Naphtali will be swift and agile (like a doe), and be used to take good messages (reading “words of beauty”). Others argue that the tribe was free-spirited (free running), but then settled down with young children.
['v021_NET_GEN_049', 143, 'p57', 'verse', 'v21', 'plain_text']	21 Naphtali is a free running doe, he speaks delightful words.
[144, 'p59', 'verse', 'v22', 'label']	22
[145, 'p59', 'verse', 'v22', 'content']	Joseph is a fruitful bough,
[146, 'p59', 'verse', 'v22', 'note', 'f']	tn The Hebrew text appears to mean “[is] a son of fruitfulness.” The second word is an active participle, feminine singular, from the verb פָּרָה (parah, “to be fruitful”). The translation “bough” is employed for בֵּן (ben, elsewhere typically “son”) because Joseph is pictured as a healthy and fruitful vine growing by the wall. But there are difficulties with this interpretation. The word “son” nowhere else refers to a plant and the noun translated “branches” (Heb “daughters”) in the third line is a plural form whereas its verb is singular. In the other oracles of Gen 49 an animal is used for comparison and not a plant, leading some to translate the opening phrase בֵּן פָּרָה (ben parah, “fruitful bough”) as “wild donkey” (JPS, NAB). Various other interpretations involving more radical emendation of the text have also been offered.
[147, 'p60', 'verse', 'v22', 'content']	a fruitful bough near a spring
[148, 'p61', 'verse', 'v22', 'content']	whose branches
[149, 'p61', 'verse', 'v22', 'note', 'f']	tn Heb “daughters.”
[150, 'p61', 'verse', 'v22', 'content']	climb over the wall.
['v022_NET_GEN_049', 151, 'p59', 'verse', 'v22', 'plain_text']	22 Joseph is a fruitful bough, a fruitful bough near a spring whose branches climb over the wall.
[152, 'p62', 'verse', 'v23', 'label']	23
[153, 'p62', 'verse', 'v23', 'content']	The archers will attack him,
[154, 'p62', 'verse', 'v23', 'note', 'f']	tn The verb forms in vv. 23-24 are used in a rhetorical manner, describing future events as if they had already taken place.
[155, 'p63', 'verse', 'v23', 'content']	they will shoot at him and oppose him.
['v023_NET_GEN_049', 156, 'p62', 'verse', 'v23', 'plain_text']	23 The archers will attack him, they will shoot at him and oppose him.
[157, 'p64', 'verse', 'v24', 'label']	24
[158, 'p64', 'verse', 'v24', 'content']	But his bow will remain steady,
[159, 'p65', 'verse', 'v24', 'content']	and his hands
[160, 'p65', 'verse', 'v24', 'note', 'f']	tn Heb “the arms of his hands.”
[161, 'p65', 'verse', 'v24', 'content']	will be skillful;
[162, 'p66', 'verse', 'v24', 'content']	because of the hands of the Mighty One of Jacob,
[163, 'p67', 'verse', 'v24', 'content']	because of
[164, 'p67', 'verse', 'v24', 'note', 'f']	tn Heb “from there,” but the phrase should be revocalized and read “from [i.e., because of] the name of.”
[165, 'p67', 'verse', 'v24', 'content']	the Shepherd, the Rock
[166, 'p67', 'verse', 'v24', 'note', 'f']	tn Or “Stone.”
[167, 'p67', 'verse', 'v24', 'content']	of Israel,
['v024_NET_GEN_049', 168, 'p64', 'verse', 'v24', 'plain_text']	24 But his bow will remain steady, and his hands will be skillful; because of the hands of the Mighty One of Jacob, because of the Shepherd, the Rock of Israel,
[169, 'p68', 'verse', 'v25', 'label']	25
[170, 'p68', 'verse', 'v25', 'content']	because of the God of your father,
[171, 'p69', 'verse', 'v25', 'content']	who will help you,
[172, 'p69', 'verse', 'v25', 'note', 'f']	tn Heb “and he will help you.”
[173, 'p70', 'verse', 'v25', 'content']	because of the sovereign God,
[174, 'p70', 'verse', 'v25', 'note', 'f']	tn Heb “Shaddai.” See the note on the title “sovereign God” in Gen 17:1. The preposition אֵת (’et) in the Hebrew text should probably be emended to אֵל (’el, “God”).
[175, 'p71', 'verse', 'v25', 'content']	who will bless you
[176, 'p71', 'verse', 'v25', 'note', 'f']	tn Heb “and he will bless you.”
[177, 'p72', 'verse', 'v25', 'content']	with blessings from the sky above,
[178, 'p73', 'verse', 'v25', 'content']	blessings from the deep that lies below,
[179, 'p74', 'verse', 'v25', 'content']	and blessings of the breasts and womb.
[180, 'p74', 'verse', 'v25', 'note', 'f']	sn Jacob envisions God imparting both agricultural (blessings from the sky above, blessings from the deep that lies below) and human fertility (blessings of the breasts and womb) to Joseph and his family.
['v025_NET_GEN_049', 181, 'p68', 'verse', 'v25', 'plain_text']	25 because of the God of your father, who will help you, because of the sovereign God, who will bless you with blessings from the sky above, blessings from the deep that lies below, and blessings of the breasts and womb.
[182, 'p75', 'verse', 'v26', 'label']	26
[183, 'p75', 'verse', 'v26', 'content']	The blessings of your father are greater
[184, 'p76', 'verse', 'v26', 'content']	than
[185, 'p76', 'verse', 'v26', 'note', 'f']	tn Heb “have prevailed over.”
[186, 'p76', 'verse', 'v26', 'content']	the blessings of the eternal mountains
[187, 'p76', 'verse', 'v26', 'note', 'f']	tn One could interpret the phrase הוֹרַי (horay) to mean “my progenitors” (literally, “the ones who conceived me”), but the masculine form argues against this. It is better to emend the text to הַרֲרֵי (harare, “mountains of”) because it forms a better parallel with the next clause. In this case the final yod (י) on the form is a construct plural marker, not a pronominal suffix.
[188, 'p77', 'verse', 'v26', 'content']	or the desirable things of the age-old hills.
[189, 'p78', 'verse', 'v26', 'content']	They will be on the head of Joseph
[190, 'p79', 'verse', 'v26', 'content']	and on the brow of the prince of his brothers.
[191, 'p79', 'verse', 'v26', 'note', 'f']	tn For further discussion of this passage, see I. Sonne, “Genesis 49:24-26,” JBL 65 (1946): 303-6.
['v026_NET_GEN_049', 192, 'p75', 'verse', 'v26', 'plain_text']	26 The blessings of your father are greater than the blessings of the eternal mountains or the desirable things of the age-old hills. They will be on the head of Joseph and on the brow of the prince of his brothers.
[193, 'p80', 'verse', 'v27', 'label']	27
[194, 'p80', 'verse', 'v27', 'content']	Benjamin is a ravenous wolf;
[195, 'p81', 'verse', 'v27', 'content']	in the morning devouring the prey,
[196, 'p82', 'verse', 'v27', 'content']	and in the evening dividing the plunder.”
['v027_NET_GEN_049', 197, 'p80', 'verse', 'v27', 'plain_text']	27 Benjamin is a ravenous wolf; in the morning devouring the prey, and in the evening dividing the plunder.”
[198, 'p83', 'verse', 'v28', 'label']	28
[199, 'p83', 'verse', 'v28', 'content']	These
[200, 'p83', 'verse', 'v28', 'note', 'f']	tn Heb “All these.”
[201, 'p83', 'verse', 'v28', 'content']	are the twelve tribes of Israel. This is what their father said to them when he blessed them. He gave each of them an appropriate blessing.
[202, 'p83', 'verse', 'v28', 'note', 'f']	tn Heb “and he blessed them, each of whom according to his blessing, he blessed them.”
['v028_NET_GEN_049', 203, 'p83', 'verse', 'v28', 'plain_text']	28 These are the twelve tribes of Israel. This is what their father said to them when he blessed them. He gave each of them an appropriate blessing.
[204, 'p84', 'verse', 'v29', 'label']	29
[205, 'p84', 'verse', 'v29', 'content']	Then he instructed them,
[206, 'p84', 'verse', 'v29', 'note', 'f']	tn The Hebrew text adds “and he said to them,” which is not included in the translation because it is redundant in English.
[207, 'p84', 'verse', 'v29', 'content']	“I am about to go
[208, 'p84', 'verse', 'v29', 'note', 'f']	tn Heb “I am about to be gathered” The participle is used here to describe what is imminent.
[209, 'p84', 'verse', 'v29', 'content']	to my people. Bury me with my fathers in the cave in the field of Ephron the Hittite.
['v029_NET_GEN_049', 210, 'p84', 'verse', 'v29', 'plain_text']	29 Then he instructed them, “I am about to go to my people. Bury me with my fathers in the cave in the field of Ephron the Hittite.
[211, 'p84', 'verse', 'v30', 'label']	30
[212, 'p84', 'verse', 'v30', 'content']	It is the cave in the field of Machpelah, near Mamre in the land of Canaan, which Abraham bought for a burial plot from Ephron the Hittite.
['v030_NET_GEN_049', 213, 'p84', 'verse', 'v30', 'plain_text']	30 It is the cave in the field of Machpelah, near Mamre in the land of Canaan, which Abraham bought for a burial plot from Ephron the Hittite.
[214, 'p84', 'verse', 'v31', 'label']	31
[215, 'p84', 'verse', 'v31', 'content']	There they buried Abraham and his wife Sarah; there they buried Isaac and his wife Rebekah; and there I buried Leah.
['v031_NET_GEN_049', 216, 'p84', 'verse', 'v31', 'plain_text']	31 There they buried Abraham and his wife Sarah; there they buried Isaac and his wife Rebekah; and there I buried Leah.
[217, 'p84', 'verse', 'v32', 'label']	32
[218, 'p84', 'verse', 'v32', 'content']	The field and the cave in it were acquired from the sons of Heth.”
[219, 'p84', 'verse', 'v32', 'note', 'f']	tn Some translate the Hebrew term “Heth” as “Hittites” here (see also Gen 23:3), but this gives the impression that these people were the classical Hittites of Anatolia. However, there is no known connection between these sons of Heth, apparently a Canaanite group (see Gen 10:15), and the Hittites of Asia Minor. See H. A. Hoffner, Jr., “Hittites,” Peoples of the Old Testament World, 152-53.
['v032_NET_GEN_049', 220, 'p84', 'verse', 'v32', 'plain_text']	32 The field and the cave in it were acquired from the sons of Heth.”
[221, 'p85', 'verse', 'v33', 'label']	33
[222, 'p85', 'verse', 'v33', 'content']	When Jacob finished giving these instructions to his sons, he pulled his feet up onto the bed, breathed his last breath, and went
[223, 'p85', 'verse', 'v33', 'note', 'f']	tn Heb “was gathered.”
[224, 'p85', 'verse', 'v33', 'content']	to his people.
['v033_NET_GEN_049', 225, 'p85', 'verse', 'v33', 'plain_text']	33 When Jacob finished giving these instructions to his sons, he pulled his feet up onto the bed, breathed his last breath, and went to his people.
XXXX ===================== Warning: Last verse number v33 does not match expected chapter length 22 for GEN chapter 49
